flight_id,carrier,date,origin,dest,distance,sched_dep_time,sched_arr_time,dep_time,arr_time,dep_delay,arr_delay,cancelled
F100272,UA,2024-05-09,BOS,SEA,1733,21:30,01:06,21:30,01:06,-10.0,-14.0,0
F100273,EK,2024-09-30,BWI,CLT,200,16:55,17:35,17:25,18:11,,36.0,0
F100274,QF,2024-02-25,SAN,ORD,200,07:50,08:30,07:50,08:30,-37.0,-45.0,0
F100275,LH,2024-02-24,LAS,MSP,1476,00:15,03:19,00:15,03:19,-1.0,-9.0,0
F100276,AI,2024-07-10,SEA,DTW,396,12:25,13:14,12:25,13:14,-19.0,-40.0,0
F100277,AA,2024-05-31,DTW,ATL,275,13:15,13:55,13:15,13:55,-20.0,-10.0,0
F100278,EK,2024-09-04,SFO,IAH,900,11:25,13:17,11:33,13:19,8.0,2.0,0
F100279,AA,2024-06-24,ATL,JFK,1700,20:15,23:47,21:03,00:18,48.0,31.0,0
F100280,UA,2024-06-18,IAH,DEN,1044,17:20,19:30,17:20,19:30,-6.0,-11.0,0
F100281,LH,2024-11-10,CLT,JFK,1333,06:25,09:11,06:25,09:11,-9.0,-13.0,0
F100282,DL,2024-10-01,BWI,ATL,899,05:10,07:02,05:10,07:02,-2.0,-14.0,0
F100283,QF,2024-11-08,LAS,EWR,1477,12:40,15:44,13:13,16:23,33.0,39.0,0
F100284,BA,2024-02-13,SAN,BWI,774,21:30,23:06,21:30,23:06,-11.0,-17.0,0
F100285,UA,2024-08-02,PHL,CLT,2414,19:30,00:31,20:00,00:53,30.0,22.0,0
F100286,UA,2024-09-07,IAH,DEN,1098,09:30,11:47,09:30,11:54,-2.0,7.0,0
F100287,AA,2024-04-09,DTW,DFW,1326,12:35,15:20,13:09,15:46,34.0,26.0,0
F100288,EK,2024-02-12,DTW,DEN,1062,18:00,20:12,18:00,20:12,-37.0,-50.0,0
F100289,BA,2024-10-16,DEN,DTW,1530,23:25,02:36,23:25,02:36,-17.0,-25.0,0
F100290,AF,2024-08-13,IAH,LAX,995,17:45,19:49,18:09,20:02,24.0,13.0,0
F100291,BA,2024-05-14,LAX,DTW,200,11:15,11:55,11:15,11:56,-15.0,1.0,0
F100292,AI,2024-03-25,PHX,MSP,1205,19:30,22:00,20:10,22:28,40.0,28.0,0
F100293,QF,2024-03-27,MIA,BWI,200,10:55,11:35,11:14,11:59,19.0,24.0,0
F100294,DL,2024-01-31,DFW,MSP,1183,08:50,11:17,09:20,11:54,30.0,37.0,0
F100295,SW,2024-03-13,CLT,PHL,1243,18:50,21:25,19:15,21:58,25.0,33.0,0
F100296,DL,2024-05-22,CLT,IAH,1514,22:10,01:19,22:42,02:11,32.0,52.0,0
F100297,DL,2024-02-02,MSP,PHX,610,17:20,18:36,17:39,18:53,19.0,17.0,0
F100298,BA,2024-10-22,LAS,BWI,499,04:40,05:42,04:40,05:42,-10.0,-2.0,0
F100299,AA,2024-01-09,ATL,DTW,1250,03:30,06:06,,,,,1
F100300,LH,2024-11-28,SFO,DFW,1240,09:30,12:05,09:31,12:08,1.0,3.0,0
F100301,DL,2024-01-27,PHX,DEN,1490,12:50,15:56,12:50,15:56,-30.0,-28.0,0
F100302,DL,2024-09-01,JFK,SEA,1053,02:30,04:41,02:30,04:41,-21.0,-1.0,0
F100303,AF,2024-12-21,ATL,MSP,1128,04:25,06:46,04:39,06:57,14.0,11.0,0
F100304,AF,2024-03-11,PHX,BOS,1322,12:30,15:15,12:38,15:40,8.0,25.0,0
F100305,AI,2024-06-28,DEN,DTW,200,23:45,00:25,23:56,00:43,11.0,18.0,0
F100306,SW,2024-03-12,ORD,DFW,888,03:40,05:31,03:40,05:31,-3.0,-5.0,0
F100307,SW,2024-05-07,MIA,ORD,1104,17:40,19:58,17:40,19:58,-38.0,-24.0,0
F100308,BA,2024-11-06,SFO,IAH,711,16:45,18:13,16:55,18:29,10.0,16.0,0
F100309,SW,2024-02-27,DTW,CLT,684,07:25,08:50,07:25,08:50,-26.0,-15.0,0
F100310,AF,2024-07-17,LAS,DFW,1648,18:20,21:46,18:20,21:46,-36.0,-39.0,0
F100311,DL,2024-02-04,JFK,SAN,262,00:05,00:45,00:08,00:58,3.0,13.0,0
F100312,BA,2024-08-04,PHL,EWR,1592,22:20,01:39,22:55,02:32,35.0,53.0,0
F100313,BA,2024-04-14,ORD,IAH,866,04:35,06:23,04:35,06:23,-22.0,-21.0,0
F100314,DL,2024-05-02,BOS,MSP,1379,01:45,04:37,01:45,04:37,-24.0,-2.0,0
F100315,BA,2024-01-07,DEN,ATL,1538,22:30,01:42,22:32,01:42,2.0,-5.0,0
F100316,BA,2024-03-05,DEN,CLT,598,23:05,00:19,23:14,00:27,9.0,8.0,0
F100317,LH,2024-02-02,MIA,IAH,1570,08:55,12:11,08:55,12:17,-2.0,6.0,0
F100318,AA,2024-03-26,DTW,SAN,982,11:30,13:32,11:44,13:45,14.0,13.0,0
F100319,SW,2024-01-23,PHL,JFK,1424,00:45,03:43,01:10,04:16,25.0,33.0,0
F100320,AA,2024-04-24,IAH,EWR,1364,10:45,13:35,10:45,13:45,-7.0,10.0,0
F100321,AF,2024-12-10,ATL,IAH,1294,01:30,04:11,01:30,04:11,-19.0,-18.0,0
F100322,EK,2024-06-16,BOS,LAS,1224,02:35,05:08,02:35,05:08,-12.0,-26.0,0
F100323,AI,2024-07-07,SEA,DTW,810,18:25,20:06,18:25,20:06,-12.0,-10.0,0
F100324,SW,2024-07-28,DFW,JFK,200,00:45,01:25,00:45,01:25,-15.0,-1.0,0
F100325,AF,2024-06-06,JFK,EWR,833,03:45,05:29,03:45,05:29,-11.0,-17.0,0
F100326,UA,2024-01-23,MIA,ORD,2483,07:35,12:45,07:35,12:54,-5.0,9.0,0
F100327,AI,2024-03-09,ATL,IAH,343,20:20,21:02,20:36,21:26,16.0,24.0,0
F100328,SW,2024-06-10,BOS,MIA,985,12:55,14:58,12:55,14:58,-7.0,-8.0,0
F100329,SW,2024-02-25,DFW,SAN,758,04:15,05:49,05:22,06:58,67.0,69.0,0
F100330,SW,2024-08-25,MSP,BOS,1314,08:15,10:59,09:07,11:42,52.0,43.0,0
F100331,AI,2024-06-16,LAX,SEA,1022,04:15,06:22,04:15,06:22,-11.0,-11.0,0
F100332,BA,2024-01-16,MIA,DEN,560,12:25,13:35,12:37,13:36,12.0,1.0,0
F100333,UA,2024-02-01,ATL,JFK,1593,07:30,10:49,07:53,11:08,23.0,19.0,0
F100334,DL,2024-05-12,BWI,SAN,733,02:00,03:31,02:14,03:37,14.0,6.0,0
F100335,DL,2024-01-22,LAS,ATL,2087,14:00,18:20,14:16,18:43,16.0,23.0,0
F100336,AA,2024-03-29,CLT,MSP,1408,11:45,14:41,11:45,14:49,-7.0,8.0,0
F100337,AI,2024-11-27,SAN,SEA,1068,09:25,11:38,09:56,12:09,31.0,31.0,0
F100338,UA,2024-11-25,EWR,SFO,1790,16:45,20:28,17:02,21:13,17.0,45.0,0
F100339,AF,2024-09-05,DTW,BWI,778,11:40,13:17,11:52,13:19,12.0,2.0,0
F100340,SW,2024-01-30,JFK,BOS,682,15:35,17:00,15:57,17:38,22.0,38.0,0
F100341,SW,2024-09-30,SEA,BOS,2779,23:00,04:47,23:05,04:47,5.0,-4.0,0
F100342,LH,2024-03-31,PHX,DEN,1451,07:40,10:41,07:40,10:41,-21.0,-12.0,0
F100343,AF,2024-03-13,BWI,SAN,698,18:45,20:12,18:57,20:39,12.0,27.0,0
F100344,UA,2024-02-16,DTW,LAX,933,01:45,03:41,,,,,1
F100345,EK,2024-11-10,JFK,PHX,1559,06:30,09:44,06:59,09:53,29.0,9.0,0
F100346,AA,2024-10-27,JFK,DEN,459,22:30,23:27,22:30,23:27,-32.0,-6.0,0
F100347,AF,2024-02-21,CLT,SAN,936,10:05,12:02,10:57,12:36,52.0,34.0,0
F100348,EK,2024-12-28,LAS,DEN,656,17:55,19:17,18:22,19:48,27.0,31.0,0
F100349,UA,2024-12-18,CLT,BOS,1319,09:30,12:14,,,,,1
F100350,AI,2024-01-17,CLT,SAN,247,05:40,06:20,06:21,07:12,41.0,52.0,0
F100351,DL,2024-06-18,DTW,DFW,1240,23:15,01:50,23:15,01:50,-10.0,-4.0,0
F100352,DL,2024-01-06,LAS,DTW,825,08:45,10:28,08:45,10:28,-34.0,-33.0,0
F100353,AA,2024-08-12,LAX,EWR,905,23:20,01:13,23:54,01:22,34.0,9.0,0
F100354,QF,2024-09-02,CLT,ATL,1141,18:50,21:12,18:50,21:12,-22.0,-16.0,0
F100355,AA,2024-06-12,BOS,JFK,1224,08:15,10:48,08:20,11:05,5.0,17.0,0
F100356,QF,2024-10-31,ORD,PHX,252,19:25,20:05,20:00,20:34,35.0,29.0,0
F100357,LH,2024-02-21,DEN,LAX,200,10:45,11:25,10:45,11:25,0.0,-23.0,0
F100358,QF,2024-06-01,MIA,LAS,1152,07:15,09:39,07:16,09:57,1.0,18.0,0
F100359,AF,2024-02-14,JFK,MSP,1389,09:50,12:43,09:50,12:43,-28.0,-36.0,0
F100360,BA,2024-02-29,ORD,PHL,1312,09:20,12:04,09:48,12:49,28.0,45.0,0
F100361,LH,2024-07-14,DEN,CLT,1728,11:30,15:06,11:35,15:17,5.0,11.0,0
F100362,BA,2024-03-18,BWI,LAX,1779,22:50,02:32,22:50,02:38,-1.0,6.0,0
F100363,AI,2024-02-01,SEA,BWI,803,12:35,14:15,12:35,14:15,-7.0,-4.0,0
F100364,SW,2024-02-10,DTW,BOS,587,12:55,14:08,12:59,14:08,4.0,-6.0,0
F100365,AI,2024-08-17,DFW,ATL,886,05:30,07:20,05:48,07:33,18.0,13.0,0
F100366,LH,2024-10-31,SFO,DFW,1005,08:10,10:15,08:20,10:32,10.0,17.0,0
F100367,LH,2024-05-21,IAH,LAS,919,16:25,18:19,,,,,1
F100368,AI,2024-08-02,BWI,PHL,1651,03:20,06:46,03:20,06:46,-46.0,-9.0,0
F100369,DL,2024-02-21,ATL,SAN,477,09:35,10:34,09:52,10:42,17.0,8.0,0
F100370,AI,2024-01-20,SAN,DTW,1386,05:05,07:58,05:19,08:06,14.0,8.0,0
F100371,LH,2024-01-26,LAS,SEA,1643,23:25,02:50,23:28,03:02,3.0,12.0,0
F100372,BA,2024-09-08,BOS,MIA,449,22:50,23:46,22:56,00:18,6.0,32.0,0
F100373,EK,2024-08-01,LAS,MIA,1577,19:50,23:07,20:05,23:19,15.0,12.0,0
F100374,EK,2024-01-29,PHL,PHX,1040,16:30,18:40,16:42,18:59,12.0,19.0,0
F100375,QF,2024-03-29,BWI,JFK,354,06:45,07:29,07:09,07:42,24.0,13.0,0
F100376,SW,2024-08-25,MIA,CLT,1978,16:20,20:27,16:20,20:27,-12.0,-6.0,0
F100377,AI,2024-08-30,MSP,DEN,1603,18:35,21:55,18:36,22:02,1.0,7.0,0
F100378,DL,2024-07-16,BOS,JFK,1861,01:30,05:22,01:51,05:49,21.0,27.0,0
F100379,SW,2024-11-29,SFO,BOS,200,13:35,14:15,13:35,14:22,-2.0,7.0,0
F100380,UA,2024-04-24,DEN,JFK,1432,08:40,11:39,09:03,12:19,23.0,40.0,0
F100381,LH,2024-08-23,CLT,PHX,843,08:45,10:30,08:55,10:30,10.0,0.0,0
F100382,DL,2024-12-05,JFK,IAH,233,11:35,12:15,11:35,12:15,-34.0,-43.0,0
F100383,DL,2024-11-23,LAS,MIA,1931,10:05,14:06,10:05,14:06,-32.0,-34.0,0
F100384,UA,2024-01-30,PHL,SEA,224,19:20,20:00,19:20,20:00,-8.0,-4.0,0
F100385,BA,2024-07-26,MIA,MSP,579,12:55,14:07,13:29,15:01,34.0,54.0,0
F100386,SW,2024-12-09,IAH,DTW,200,11:35,12:15,11:35,12:15,-10.0,-7.0,0
F100387,BA,2024-03-06,ATL,PHL,1675,23:05,02:34,23:05,02:34,-4.0,-2.0,0
F100388,AF,2024-06-30,ORD,MIA,305,07:55,08:35,07:55,08:35,-31.0,-12.0,0
F100389,AI,2024-03-01,BOS,DTW,200,15:00,15:40,15:00,15:46,-4.0,6.0,0
F100390,SW,2024-12-14,PHL,ATL,1345,12:35,15:23,12:36,15:31,1.0,8.0,0
F100391,SW,2024-10-18,LAS,MSP,886,14:30,16:20,14:51,16:43,21.0,23.0,0
F100392,UA,2024-01-03,LAS,LAX,429,14:05,14:58,14:05,14:58,-15.0,-25.0,0
F100393,DL,2024-11-20,DFW,MSP,1582,13:20,16:37,15:12,18:21,112.0,104.0,0
F100394,AF,2024-09-28,JFK,PHX,1098,06:00,08:17,06:00,08:27,-11.0,10.0,0
F100395,AF,2024-02-22,BOS,DFW,364,12:35,13:20,12:44,13:35,9.0,15.0,0
F100396,BA,2024-11-01,MSP,IAH,1236,16:10,18:44,16:10,18:44,-8.0,-17.0,0
F100397,EK,2024-03-25,PHX,SFO,659,12:00,13:22,12:20,13:42,20.0,20.0,0
F100398,AI,2024-03-04,PHL,DEN,1477,11:55,14:59,12:14,14:59,19.0,-6.0,0
F100399,QF,2024-10-31,SAN,LAX,1148,01:50,04:13,02:53,05:34,63.0,81.0,0
F100400,EK,2024-10-07,CLT,ATL,1253,08:25,11:01,08:25,11:06,-6.0,5.0,0
F100401,LH,2024-05-18,ATL,IAH,847,19:40,21:25,19:55,22:00,15.0,35.0,0
F100402,AI,2024-02-28,ATL,LAS,485,03:25,04:25,03:25,04:25,-19.0,-9.0,0
F100403,SW,2024-05-31,PHX,MSP,1274,05:00,07:39,05:33,08:21,33.0,42.0,0
F100404,SW,2024-12-09,JFK,LAX,659,02:15,03:37,02:33,03:43,18.0,6.0,0
F100405,QF,2024-05-11,ORD,DFW,849,20:45,22:31,20:45,22:50,-13.0,19.0,0
F100406,UA,2024-07-03,LAX,LAS,200,21:10,21:50,21:10,21:50,-7.0,-16.0,0
F100407,AA,2024-06-17,DFW,SFO,579,11:25,12:37,11:25,12:37,-9.0,-23.0,0
F100408,AF,2024-07-24,DEN,ATL,1451,12:25,15:26,12:25,15:26,-7.0,-3.0,0
F100409,UA,2024-12-22,ATL,DEN,739,23:00,00:32,23:00,00:44,-10.0,12.0,0
F100410,EK,2024-04-02,BWI,MSP,1553,19:20,22:34,19:20,22:34,-40.0,-62.0,0
F100411,UA,2024-02-27,DTW,PHL,1625,13:25,16:48,13:25,16:48,-6.0,-24.0,0
F100412,QF,2024-04-24,BWI,SAN,1627,21:10,00:33,21:21,00:49,11.0,16.0,0
F100413,SW,2024-12-05,DTW,PHX,1485,21:50,00:55,21:50,00:55,-26.0,-44.0,0
F100414,AA,2024-09-15,JFK,SFO,1948,15:25,19:28,15:25,19:28,-29.0,-42.0,0
F100415,BA,2024-04-24,LAX,IAH,386,17:50,18:38,18:49,19:45,59.0,67.0,0
F100416,AI,2024-09-12,MSP,ORD,1579,14:10,17:27,14:22,17:34,12.0,7.0,0
F100417,LH,2024-10-08,LAX,BWI,1378,00:15,03:07,00:15,03:07,-32.0,-43.0,0
F100418,QF,2024-06-23,SFO,DTW,1439,11:00,13:59,11:00,13:59,-27.0,-27.0,0
F100419,AI,2024-08-19,DTW,PHX,913,03:15,05:09,03:15,05:09,-6.0,-27.0,0
F100420,BA,2024-07-10,IAH,PHL,622,22:15,23:32,22:15,23:32,-14.0,-10.0,0
F100421,LH,2024-11-08,ATL,BOS,1066,06:45,08:58,07:01,09:08,16.0,10.0,0
F100422,SW,2024-07-31,LAS,ATL,1313,01:50,04:34,01:50,04:34,-32.0,-52.0,0
F100423,AI,2024-09-12,PHL,DFW,200,00:35,01:15,00:35,01:15,-5.0,-12.0,0
F100424,QF,2024-03-29,DEN,SAN,1473,23:30,02:34,23:30,02:34,-9.0,-4.0,0
F100425,LH,2024-05-20,EWR,SEA,1487,12:10,15:15,12:10,15:15,-10.0,-4.0,0
F100426,QF,2024-06-09,BOS,BWI,1601,22:55,02:15,22:55,02:15,-24.0,-22.0,0
F100427,BA,2024-12-29,PHX,DFW,590,20:30,21:43,20:30,21:43,-22.0,-38.0,0
F100428,AF,2024-10-25,IAH,DTW,285,18:50,19:30,18:59,19:30,9.0,-8.0,0
F100429,LH,2024-02-24,JFK,IAH,669,00:20,01:43,00:47,02:17,27.0,34.0,0
F100430,UA,2024-03-15,BOS,MIA,681,01:55,03:20,02:44,04:34,49.0,74.0,0
F100431,EK,2024-04-24,ATL,BWI,1015,23:50,01:56,23:50,01:56,-55.0,-42.0,0
F100432,BA,2024-07-17,LAX,EWR,200,13:50,14:30,14:34,15:29,44.0,59.0,0
F100433,AI,2024-11-20,MSP,SEA,2064,22:55,03:13,23:09,03:25,14.0,12.0,0
F100434,SW,2024-03-31,BOS,DTW,729,21:15,22:46,21:15,22:53,-7.0,7.0,0
F100435,LH,2024-05-15,MIA,BWI,1427,04:30,07:28,04:40,07:31,10.0,3.0,0
F100436,UA,2024-06-14,LAX,DEN,2577,19:00,00:22,19:30,00:35,30.0,13.0,0
F100437,AI,2024-02-07,IAH,PHX,690,22:10,23:36,22:40,23:58,30.0,22.0,0
F100438,UA,2024-10-01,EWR,BWI,1210,12:15,14:46,12:46,14:46,31.0,-8.0,0
F100439,BA,2024-08-31,SFO,IAH,935,17:50,,17:55,,5.0,2.0,0
F100440,AI,2024-01-21,SAN,SEA,1181,21:10,23:37,21:33,00:04,23.0,27.0,0
F100441,BA,2024-07-10,JFK,IAH,775,16:35,18:11,16:58,18:37,23.0,26.0,0
F100442,QF,2024-03-26,ORD,DFW,861,17:35,,17:35,,-26.0,-43.0,0
F100443,LH,2024-10-02,ATL,SEA,201,22:55,23:35,23:09,23:50,14.0,15.0,0
F100444,UA,2024-06-18,JFK,DTW,200,01:15,01:55,01:16,01:55,1.0,-4.0,0
F100445,SW,2024-07-17,MIA,MSP,200,14:50,15:30,14:50,15:31,-11.0,1.0,0
F100446,AA,2024-10-26,SAN,ORD,1329,01:55,04:41,01:55,04:45,-16.0,4.0,0
F100447,BA,2024-05-24,SAN,ORD,1808,14:20,18:06,14:20,18:06,-11.0,-18.0,0
F100448,UA,2024-05-31,CLT,BWI,644,20:30,21:50,20:30,21:57,-6.0,7.0,0
F100449,AF,2024-10-11,JFK,BWI,1255,04:15,06:51,04:44,07:30,29.0,39.0,0
F100450,DL,2024-06-25,BOS,SFO,2028,06:20,10:33,06:20,10:33,-19.0,-12.0,0
F100451,AI,2024-02-28,MIA,SFO,200,05:50,06:30,05:50,06:30,-26.0,-25.0,0
F100452,QF,2024-02-07,MSP,BWI,1250,09:50,12:26,09:54,12:26,4.0,-1.0,0
F100453,AF,2024-12-09,PHX,DFW,766,20:45,22:20,21:26,22:58,41.0,38.0,0
F100454,EK,2024-12-21,LAS,BOS,2049,18:30,22:46,18:57,23:20,27.0,34.0,0
F100455,AA,2024-04-23,LAS,SEA,283,22:55,23:35,23:25,00:01,30.0,26.0,0
F100456,AF,2024-08-16,DTW,MSP,283,11:05,11:45,11:25,11:50,20.0,5.0,0
F100457,BA,2024-04-10,DFW,BWI,542,08:55,10:02,09:03,10:04,8.0,2.0,0
F100458,QF,2024-10-23,JFK,SAN,725,12:40,14:10,13:05,14:22,25.0,12.0,0
F100459,QF,2024-07-06,DTW,DFW,1265,12:45,15:23,13:22,15:58,37.0,35.0,0
F100460,QF,2024-07-22,PHL,ORD,1615,11:35,,11:49,,14.0,7.0,0
F100461,UA,2024-08-16,PHL,DFW,881,05:30,07:20,05:30,07:20,-2.0,-1.0,0
F100462,EK,2024-04-22,PHX,LAX,1091,15:45,18:01,16:07,18:31,22.0,30.0,0
F100463,AF,2024-08-20,CLT,PHL,200,01:00,01:40,01:05,01:40,5.0,-11.0,0
F100464,BA,2024-10-05,MIA,SAN,834,18:30,20:14,18:34,20:32,4.0,18.0,0
F100465,DL,2024-07-11,PHL,MIA,981,07:35,09:37,07:48,10:02,13.0,25.0,0
F100466,AI,2024-03-12,JFK,IAH,1736,14:30,18:07,14:34,18:14,4.0,7.0,0
F100467,UA,2024-12-04,PHX,ATL,1006,07:20,09:25,07:20,09:25,-7.0,-14.0,0
F100468,SW,2024-11-27,BWI,DEN,200,13:00,13:40,13:00,13:40,-20.0,-39.0,0
F100469,QF,2024-03-16,LAX,SAN,1753,01:30,05:09,01:42,05:21,12.0,12.0,0
F100470,AI,2024-02-13,JFK,LAS,569,06:25,07:36,06:33,07:36,8.0,0.0,0
F100471,LH,2024-10-25,SAN,DFW,1104,05:40,07:58,05:53,08:03,13.0,5.0,0
F100472,EK,2024-02-05,SAN,BWI,471,07:20,08:18,07:51,08:50,31.0,32.0,0
F100473,QF,2024-11-06,EWR,DFW,531,03:30,04:36,03:30,04:36,-2.0,-12.0,0
F100474,QF,2024-09-03,ATL,ORD,959,21:30,23:29,00:58,02:59,208.0,210.0,0
F100475,LH,2024-07-08,PHL,EWR,1137,01:55,04:17,01:55,04:17,-16.0,-17.0,0
F100476,LH,2024-12-22,PHX,SAN,532,18:15,19:21,18:15,19:21,-47.0,-33.0,0
F100477,DL,2024-07-28,BOS,BWI,693,08:45,,11:33,,168.0,167.0,0
F100478,QF,2024-12-01,JFK,EWR,833,06:55,08:39,07:10,09:06,15.0,27.0,0
F100479,AI,2024-10-01,MIA,BOS,1516,13:40,16:49,13:40,16:49,-8.0,-8.0,0
F100480,LH,2024-09-04,IAH,BWI,1169,05:10,07:36,05:11,07:58,1.0,22.0,0
F100481,LH,2024-04-27,DFW,ATL,1294,14:55,17:36,15:20,18:11,25.0,35.0,0
F100482,QF,2024-03-23,SAN,LAX,1704,12:50,,13:02,,12.0,-2.0,0
F100483,LH,2024-05-14,ORD,ATL,1239,07:10,09:44,07:10,09:44,-9.0,-13.0,0
F100484,AI,2024-12-30,PHL,BOS,1351,19:00,21:48,19:38,22:28,38.0,40.0,0
F100485,SW,2024-04-09,PHL,BOS,1185,01:40,04:08,02:30,05:03,50.0,55.0,0
F100486,AF,2024-03-21,SEA,JFK,2561,02:05,07:25,02:26,07:27,21.0,2.0,0
F100487,QF,2024-02-16,JFK,ATL,1452,17:05,20:06,17:22,20:40,17.0,34.0,0
F100488,BA,2024-08-20,SEA,SFO,1403,12:40,,12:44,,4.0,-9.0,0
F100489,QF,2024-02-29,BOS,PHX,874,16:05,17:54,16:05,17:54,-14.0,-19.0,0
F100490,LH,2024-05-04,BWI,DTW,1353,10:25,13:14,11:14,14:10,49.0,56.0,0
F100491,BA,2024-11-20,ORD,EWR,282,07:50,08:30,08:08,09:04,18.0,34.0,0
F100492,QF,2024-05-07,JFK,BOS,634,09:15,10:34,09:19,10:40,4.0,6.0,0
F100493,UA,2024-06-30,DTW,LAS,529,06:40,07:46,07:03,08:10,23.0,24.0,0
F100494,EK,2024-05-03,SFO,MIA,1251,08:45,11:21,08:45,11:21,-15.0,-18.0,0
F100495,DL,2024-12-12,ATL,ORD,1433,21:25,00:24,21:29,00:25,4.0,1.0,0
F100496,EK,2024-09-09,PHX,LAS,1134,18:05,20:26,18:35,20:41,30.0,15.0,0
F100497,SW,2024-01-28,BWI,DFW,200,16:20,17:00,16:20,17:00,-31.0,-14.0,0
F100498,UA,2024-12-23,MSP,ATL,668,16:25,17:48,,,,,1
F100499,SW,2024-02-21,CLT,SAN,2534,10:10,15:26,10:10,15:26,-7.0,-3.0,0
F100500,EK,2024-07-06,SAN,LAS,1925,05:25,09:25,06:22,10:49,57.0,84.0,0
F100501,LH,2024-04-02,MIA,DTW,1725,18:30,22:05,19:03,22:47,33.0,42.0,0
F100502,SW,2024-07-14,IAH,EWR,1467,06:30,09:33,06:30,09:33,-17.0,-15.0,0
F100503,LH,2024-11-18,DTW,DFW,897,16:35,18:27,16:35,18:33,-4.0,6.0,0
F100504,AI,2024-02-20,LAX,EWR,1573,22:30,01:46,22:39,02:15,9.0,29.0,0
F100505,EK,2024-07-03,LAS,MIA,314,11:35,12:15,11:37,12:15,2.0,-5.0,0
F100506,AF,2024-10-22,SAN,SFO,200,18:50,19:30,18:55,19:36,5.0,6.0,0
F100507,QF,2024-02-10,DTW,MSP,1908,12:40,16:38,13:03,16:51,23.0,13.0,0
F100508,AF,2024-07-26,EWR,SAN,2112,02:15,06:39,02:53,07:26,38.0,47.0,0
F100509,BA,2024-05-18,SAN,CLT,864,14:10,15:58,14:10,15:58,-17.0,-19.0,0
F100510,AA,2024-12-04,DFW,MIA,1653,08:55,12:21,09:49,13:36,54.0,75.0,0
F100511,DL,2024-01-28,DTW,BWI,706,00:20,01:48,00:20,01:48,-21.0,-17.0,0
F100512,DL,2024-04-27,CLT,BOS,200,07:55,08:35,08:10,08:50,15.0,15.0,0
F100513,AA,2024-06-15,LAX,CLT,720,15:25,16:55,15:25,16:55,-33.0,-25.0,0
F100514,QF,2024-11-01,DEN,SAN,680,14:50,16:15,14:50,16:15,-22.0,-54.0,0
F100515,QF,2024-09-03,BOS,CLT,983,17:45,19:47,18:36,21:00,51.0,73.0,0
F100516,BA,2024-09-24,JFK,LAX,725,04:10,05:40,04:10,05:40,-8.0,0.0,0
F100517,EK,2024-08-08,BOS,JFK,400,09:40,10:30,,,,,1
F100518,AF,2024-10-14,SFO,MSP,1181,13:20,15:47,13:46,16:30,26.0,43.0,0
F100519,SW,2024-08-04,MIA,ORD,939,20:45,22:42,20:47,22:42,2.0,-7.0,0
F100520,BA,2024-05-17,BOS,BWI,503,13:45,14:47,13:46,14:54,1.0,7.0,0
F100521,AI,2024-12-24,MSP,MIA,1548,19:25,22:38,,,,,1
F100522,AA,2024-04-05,IAH,JFK,518,03:05,04:09,03:49,04:52,44.0,43.0,0
F100523,UA,2024-04-21,JFK,PHL,987,10:20,12:23,10:20,12:23,-12.0,-39.0,0
F100524,AA,2024-03-15,LAS,ORD,1530,01:05,04:16,01:30,04:40,25.0,24.0,0
F100525,BA,2024-03-03,CLT,JFK,1040,22:45,00:55,23:05,00:58,20.0,3.0,0
F100526,SW,2024-09-23,MSP,ATL,682,21:45,23:10,22:12,23:24,27.0,14.0,0
F100527,AA,2024-03-03,IAH,PHL,1176,08:25,10:52,08:25,10:52,-27.0,-19.0,0
F100528,SW,2024-11-20,ATL,MIA,978,13:10,,13:10,,-33.0,-17.0,0
F100529,SW,2024-10-24,JFK,ORD,559,22:25,23:34,22:25,23:34,-13.0,-9.0,0
F100530,EK,2024-11-16,ORD,PHX,1689,01:00,04:31,01:00,04:31,-18.0,-15.0,0
F100531,EK,2024-10-12,SEA,PHX,1257,20:10,22:47,20:34,23:15,24.0,28.0,0
F100532,AF,2024-01-21,DFW,BOS,779,15:55,17:32,15:55,17:32,-14.0,-11.0,0
F100533,UA,2024-06-14,IAH,PHX,356,23:25,00:09,23:25,00:09,-66.0,-59.0,0
F100534,DL,2024-08-18,PHL,DFW,1542,09:05,12:17,09:05,12:17,-52.0,-62.0,0
F100535,UA,2024-11-13,JFK,CLT,1371,07:10,10:01,08:08,11:01,58.0,60.0,0
F100536,QF,2024-03-19,DTW,BWI,563,19:05,20:15,19:07,20:35,2.0,20.0,0
F100537,DL,2024-04-01,LAX,DEN,612,01:45,03:01,01:45,03:01,-13.0,-17.0,0
F100538,LH,2024-11-15,DTW,IAH,428,22:40,23:33,22:43,23:42,3.0,9.0,0
F100539,SW,2024-08-27,DTW,ORD,848,20:00,21:46,20:00,21:46,0.0,-17.0,0
F100540,AA,2024-09-27,SAN,MIA,1529,01:55,05:06,02:00,05:11,5.0,5.0,0
F100541,DL,2024-09-29,ATL,MIA,2915,12:45,18:49,12:59,18:56,14.0,7.0,0
F100542,QF,2024-02-24,IAH,EWR,744,20:40,22:13,21:16,22:52,36.0,39.0,0
F100543,UA,2024-07-24,DEN,BWI,200,16:10,16:50,16:40,17:14,30.0,24.0,0
F100544,AF,2024-07-09,IAH,LAS,2123,13:50,18:15,14:24,18:46,34.0,31.0,0
F100545,SW,2024-05-10,CLT,BWI,1768,11:25,15:06,11:34,15:27,9.0,21.0,0
